"Year","Header","Source","URL"
2013,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2013,"Rio - год: 2015,2014,2012,2010,2013,2016,2011,2009","ru.aliexpress.com/.../32538034731.html","http://ru.aliexpress.com/item/9-inch-big-1024-600-screen-Quad-core-Android-4-4-Car-dvd-gps-for-Kia/32538034731.html"
2013,"Поиск модели KIA — оригинальные каталоги","www.autopiter.ru/original/kia","http://www.autopiter.ru/original/kia"
2013,"Kia Ceed — история модели | Митрич 19 мая 2009","wroom.ru/cars/kia/ceed/history","http://wroom.ru/cars/kia/ceed/history"
2013,"Модельный ряд Kia на Авто.ру","auto.ru/catalog/cars/kia","https://auto.ru/catalog/cars/kia"
2013,"Kia Sportage (2010-2013) (Киа Спортейдж) -…","www.gazeta-a.ru/autocatalog/Kia/Sportage2010","http://www.gazeta-a.ru/autocatalog/Kia/Sportage2010/"
2014,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2014,"Kia Sportage 2010, 2011, 2012, 2013, 2014, 3 поколение,…","www.drom.ru/catalog/kia/sportage/g_2010_4112","http://www.drom.ru/catalog/kia/sportage/g_2010_4112/"
2014,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2014,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2014,"Пороги, подножки, ступени для Kia Sorento 2010 »…","MixTuning.ru/model/138/year/2010/category/15","https://MixTuning.ru/model/138/year/2010/category/15/"
2014,"Сравнение цен на 2009 Kia Sportage и похожие товары на…","ru.aliexpress.com/.../2009-kia-sportage_price.html","http://ru.aliexpress.com/price/2009-kia-sportage_price.html"
2014,"Поиск модели KIA — оригинальные каталоги","www.autopiter.ru/original/kia","http://www.autopiter.ru/original/kia"
2014,"Модельный ряд Kia на Авто.ру","auto.ru/catalog/cars/kia","https://auto.ru/catalog/cars/kia"
2015,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2015,"Головное устройство Киа Мохав 2009, 2010, 2011, 2012, …","www.carengineering.ru/golovnoe-ust...a-optima.html","http://www.carengineering.ru/golovnoe-ustroystvo-kia-mohav-2009-2015-daystar-android-442-ds-7102hd-kia-mohave-kia-optima-kia-optima.html"
2015,"Kia Rio 2011, 2012, 2013, 2014, 2015, 3 поколение, UB…","www.drom.ru/catalog/kia/rio/g_2011_4100","http://www.drom.ru/catalog/kia/rio/g_2011_4100/"
2015,"Kia Sportage 2010, 2011, 2012, 2013, 2014, 3 поколение,…","www.drom.ru/catalog/kia/sportage/g_2010_4112","http://www.drom.ru/catalog/kia/sportage/g_2010_4112/"
2015,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2015,"Каталог автомобилей – каталог новых авто с ценами...","autorambler.ru/catalog/Kia","https://autorambler.ru/catalog/Kia/"
2015,"Kia Sportage (2014-2015): технические характеристики и…","www.gazeta-a.ru/.../Kia/Sportage_(2014-2015)","http://www.gazeta-a.ru/autocatalog/Kia/Sportage_(2014-2015)/"
2015,"Выбор модели KIA | CERATO 2 (2009-2013)","avtaks.ru/vybor-modeli-kia","http://avtaks.ru/vybor-modeli-kia"
2016,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2016,"Kia Sportage (2014-2015): технические характеристики и…","www.gazeta-a.ru/.../Kia/Sportage_(2014-2015)","http://www.gazeta-a.ru/autocatalog/Kia/Sportage_(2014-2015)/"
2016,"Каталог автомобилей – каталог новых авто с ценами...","autorambler.ru/catalog/Kia","https://autorambler.ru/catalog/Kia/"
2016,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2016,"Kia Sportage 2010, 2011, 2012, 2013, 2014, 3 поколение,…","www.drom.ru/catalog/kia/sportage/g_2010_4112","http://www.drom.ru/catalog/kia/sportage/g_2010_4112/"
2016,"2010 2011 2012 2013 2014 2015 2016 для KIA RIO k2 седан…","ru.aliexpress.com/.../32314721774.html","http://ru.aliexpress.com/item/2010-2011-2012-2013-2014-for-KIA-RIO-k2-sedan-hatchback-stainless-steel-Slim-scuff-plate/32314721774.html"
2016,"Выбор модели KIA | CERATO 2 (2009-2013)","avtaks.ru/vybor-modeli-kia","http://avtaks.ru/vybor-modeli-kia"
2016,"Пороги, подножки, ступени для Kia Sorento 2014 »…","MixTuning.ru/model/138/year/2014/category/15","https://MixTuning.ru/model/138/year/2014/category/15/"
2017,"Kia Sportage 2010, 2011, 2012, 2013, 2014, 3 поколение,…","www.drom.ru/catalog/kia/sportage/g_2010_4112","http://www.drom.ru/catalog/kia/sportage/g_2010_4112/"
2017,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2017,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2017,"Каталог автомобилей – каталог новых авто с ценами...","autorambler.ru/catalog/Kia","https://autorambler.ru/catalog/Kia/"
2017,"Автомобили KIA › Модельный ряд 2016-2017: цены, фото...","CarsDo.ru/kia","http://CarsDo.ru/kia/"
2017,"Пороги, подножки, ступени для Kia Sorento 2014 »…","MixTuning.ru/model/138/year/2014/category/15","https://MixTuning.ru/model/138/year/2014/category/15/"
2017,"2010 2011 2012 2013 2014 2015 для KIA RIO k2 седан","www.xmonitor.tk/.../","https://www.xmonitor.tk/2010-2011-2012-2013-2014-2015-dlya-kia-rio-k2-sedan/"
2017,"Модели Kia 2009 – Купить Модели Kia 2009 недорого из…","ru.aliexpress.com/popular/kia-models-2009.html","http://ru.aliexpress.com/popular/kia-models-2009.html"
2018,"ФЦП :: подпрограмма ""Внутренний водный транспорт""","fcp.economy.gov.ru/.../Fcp/ViewFcp/View/2015/269","http://fcp.economy.gov.ru/cgi-bin/cis/fcp.cgi/Fcp/ViewFcp/View/2015/269"
2018,"Каталог автомобилей – каталог новых авто с ценами...","autorambler.ru/catalog/Kia","https://autorambler.ru/catalog/Kia/"
2018,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2018,"Все новые Hyundai и Kia, которые выйдут до 2018 года","www.1gai.ru/.../517641-vse-novy...o-2018-goda.html","http://www.1gai.ru/publ/517641-vse-novye-hyundai-i-kia-kotorye-vyydut-do-2018-goda.html"
2018,"В 2017 году в Россию поступят 5 новых моделей KIA |…","www.gazeta-a.ru/.../","http://www.gazeta-a.ru/news/mir_avtomobilei/2016/12/19/v_2017_gody_v_rossiu_postypyat_5_novih_modelei_kia/"
2018,"Сравнительный анализ данных с 2008 по 2019 гг.","agat-roscosmos.ru/.../Mineconomrazvitie.pdf","http://agat-roscosmos.ru/uploads/simplex/Mineconomrazvitie.pdf"
2018,"Derindere Ikinci El | Model Y<U+0131>l<U+0131>","www.derindereikinciel.com/acik-artirma","http://www.derindereikinciel.com/acik-artirma"
2018,"Индексы-дефляторы на 2008, 2009, 2010, 2011, 2012, 2013,…","www.justfx.ru/load/193-1-0-4999","http://www.justfx.ru/load/193-1-0-4999"
2009,"Модели Kia в каталоге автомобилей Киа, весь модельный ряд…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2009,"Kia: фотографии всех моделей и поколений — Бибипедия","www.bibipedia.info/media/decide/kia","http://www.bibipedia.info/media/decide/kia"
2009,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2009,"Модельный ряд Kia - цены и комплектации автомобилей Киа…","www.kia.ru/models","https://www.kia.ru/models/"
2009,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2009,"Kia Motors — Википедия","ru.wikipedia.org/wiki/Kia_Motors","https://ru.wikipedia.org/wiki/Kia_Motors"
2009,"Модельный ряд Kia на Авто.ру","auto.ru/catalog/cars/kia","https://auto.ru/catalog/cars/kia"
2009,"KIA Ceed (2007-2009) (Киа Сид) - технические…","www.gazeta-a.ru/autocatalog/Kia/Ceed_(2007-2009)","http://www.gazeta-a.ru/autocatalog/Kia/Ceed_(2007-2009)/"
2009,"KIA в Москве. Цены, характеристики, модели... -…","narule.ru/cars/kia/?arhiv=1","http://narule.ru/cars/kia/?arhiv=1"
2010,"Модели Kia в каталоге автомобилей Киа, весь модельный ряд…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2010,"Kia Motors — Википедия","ru.wikipedia.org/wiki/Kia_Motors","https://ru.wikipedia.org/wiki/Kia_Motors"
2010,"Kia: фотографии всех моделей и поколений — Бибипедия","www.bibipedia.info/media/decide/kia","http://www.bibipedia.info/media/decide/kia"
2010,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2010,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2010,"Модельный ряд Kia - цены и комплектации автомобилей Киа…","www.kia.ru/models","https://www.kia.ru/models/"
2010,"Сайт Kia В России","kia-time.ru/page/sajt-kia-v-rossii","http://kia-time.ru/page/sajt-kia-v-rossii"
2010,"Выбор модели KIA | CERATO 2 (2009-2013)","avtaks.ru/vybor-modeli-kia","http://avtaks.ru/vybor-modeli-kia"
2010,"Купить Kia 2010 года в России. Цена Киа 2010 года…","www.njcar.ru/prices-partners/Kia/year2010","http://www.njcar.ru/prices-partners/Kia/year2010/"
2011,"KIA Rio 2009 - 2011 - вся информация про КИА Рио II…","www.MotorPage.ru/Kia/Rio/II_rest","http://www.MotorPage.ru/Kia/Rio/II_rest/"
2011,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2011,"Kia Motors — Википедия","ru.wikipedia.org/wiki/Kia_Motors","https://ru.wikipedia.org/wiki/Kia_Motors"
2011,"Купить Kia 2010 года в России. Цена Киа 2010 года…","www.njcar.ru/prices-partners/Kia/year2010","http://www.njcar.ru/prices-partners/Kia/year2010/"
2011,"Kia: фотографии всех моделей и поколений — Бибипедия","www.bibipedia.info/media/decide/kia","http://www.bibipedia.info/media/decide/kia"
2011,"2009 Kia Rio5 – Купить 2009 Kia Rio5 недорого из Китая на…","ru.aliexpress.com/popular/2009-kia-rio5.html","http://ru.aliexpress.com/popular/2009-kia-rio5.html"
2011,"Kia De Jb Rio 2010","kia-time.ru/page/kia-de-jb-rio-2010","http://kia-time.ru/page/kia-de-jb-rio-2010"
2011,"Kia Rio рестайлинг 2009, 2010, 2011, 2 поколение, JB…","www.drom.ru/catalog/kia/rio/g_2009_6685","http://www.drom.ru/catalog/kia/rio/g_2009_6685/"
2012,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2012,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2012,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2012,"Kia cee'd рестайлинг 2010, 2011, 2012, 1 поколение...","www.drom.ru/catalog/kia/cee~d/g_2010_1428","http://www.drom.ru/catalog/kia/cee~d/g_2010_1428/"
2012,"Сравнение цен на 2009 Kia Sportage и похожие товары на…","ru.aliexpress.com/.../2009-kia-sportage_price.html","http://ru.aliexpress.com/price/2009-kia-sportage_price.html"
2012,"Бампер KIA Cerato - 2 поколение - KIA00339","bamper.fdparts.ru/shop/CID_339.html","http://bamper.fdparts.ru/shop/CID_339.html"
2012,"Где собирают автомобили Киа?","HowCarWorks.ru/.../","http://HowCarWorks.ru/%D0%B2%D0%BE%D0%BF%D1%80%D0%BE%D1%81/%D0%B3%D0%B4%D0%B5-%D1%81%D0%BE%D0%B1%D0%B8%D1%80%D0%B0%D1%8E%D1%82-%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D0%B8-%D0%BA%D0%B8%D0%B0"
2012,"KIA Ceed (2009-2012) (Киа Сид) - технические…","www.gazeta-a.ru/autocatalog/Kia/Ceed2009","http://www.gazeta-a.ru/autocatalog/Kia/Ceed2009/"
2013,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2013,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2013,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2013,"Капоты и крылья KIA Soul - KIA00351","kapot.fdparts.ru/shop/CID_351.html","http://kapot.fdparts.ru/shop/CID_351.html"
2013,"Сравнение цен на 2009 Kia Sportage и похожие товары на…","ru.aliexpress.com/.../2009-kia-sportage_price.html","http://ru.aliexpress.com/price/2009-kia-sportage_price.html"
2013,"Передние фары Киа Церато 2 2009-2013 модель №6, хром,…","www.vashbagazh.ru/.../","http://www.vashbagazh.ru/shop/perednie-fary-kia-cerato-2-2009-2013-model-6/"
2013,"Поиск модели KIA — оригинальные каталоги","www.autopiter.ru/original/kia","http://www.autopiter.ru/original/kia"
2013,"Выбор модели KIA | CERATO 2 (2009-2013)","avtaks.ru/vybor-modeli-kia","http://avtaks.ru/vybor-modeli-kia"
2014,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2014,"Kia Sportage Android – Купить Kia Sportage Android…","ru.aliexpress.com/.../kia-sportage-android.html","http://ru.aliexpress.com/popular/kia-sportage-android.html"
2014,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2014,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2014,"Kia Magentis (2009-2011) (Киа Магентис) - технические...","www.gazeta-a.ru/autocatalog/Kia/Magentis2009","http://www.gazeta-a.ru/autocatalog/Kia/Magentis2009/"
2014,"Поиск модели KIA — оригинальные каталоги","www.autopiter.ru/original/kia","http://www.autopiter.ru/original/kia"
2014,"Руководство пользователя, сетка ТО, сервисная книжка КИА…","www.kia.ru/service/download","https://www.kia.ru/service/download/"
2014,"Купить kia – продажа подержанных и новых автомобилей в…","www.avito.ru/rossiya/avtomobili/kia","https://www.avito.ru/rossiya/avtomobili/kia"
2015,"2 ГБ/16 ГБ 8 дюймов 2 Din Kia k2 Рио 2010 2011 2012 2013…","ru.aliexpress.com/.../32640885885.html","http://ru.aliexpress.com/item/8-inch-1024x600-Kia-k2-Rio-2010-2011-2012-2013-2014-2015-Android-5-1-1/32640885885.html"
2015,"Головное устройство Киа Мохав 2009, 2010, 2011, 2012, …","www.carengineering.ru/golovnoe-ust...a-optima.html","http://www.carengineering.ru/golovnoe-ustroystvo-kia-mohav-2009-2015-daystar-android-442-ds-7102hd-kia-mohave-kia-optima-kia-optima.html"
2015,"Модели Kia в каталоге автомобилей Киа, весь модельный ряд…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2015,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2015,"Поиск модели KIA — оригинальные каталоги","www.autopiter.ru/original/kia","http://www.autopiter.ru/original/kia"
2015,"Kia Sportage (2014-2015): технические характеристики и…","www.gazeta-a.ru/.../Kia/Sportage_(2014-2015)","http://www.gazeta-a.ru/autocatalog/Kia/Sportage_(2014-2015)/"
2015,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2015,"Выбор модели KIA | CERATO 2 (2009-2013)","avtaks.ru/vybor-modeli-kia","http://avtaks.ru/vybor-modeli-kia"
2016,"2 ГБ/16 ГБ 8 дюймов 2 Din Kia k2 Рио 2010 2011 2012 2013…","ru.aliexpress.com/.../32640885885.html","http://ru.aliexpress.com/item/8-inch-1024x600-Kia-k2-Rio-2010-2011-2012-2013-2014-2015-Android-5-1-1/32640885885.html"
2016,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2016,"Kia Sportage (2014-2015): технические характеристики и…","www.gazeta-a.ru/.../Kia/Sportage_(2014-2015)","http://www.gazeta-a.ru/autocatalog/Kia/Sportage_(2014-2015)/"
2016,"Справочник Kia, характеристики новых автомобилей Киа...","www.gazeta-a.ru/autocatalog/13","http://www.gazeta-a.ru/autocatalog/13/"
2016,"KIA - полный каталог моделей, характеристики, отзывы...","www.MotorPage.ru/Kia","http://www.MotorPage.ru/Kia/"
2016,"Kia Rio 2011, 2012, 2013, 2014, 2015, 3 поколение, UB…","www.drom.ru/catalog/kia/rio/g_2011_4100","http://www.drom.ru/catalog/kia/rio/g_2011_4100/"
2016,"Пороги, подножки, ступени для Kia Sorento 2014 »…","MixTuning.ru/model/138/year/2014/category/15","https://MixTuning.ru/model/138/year/2014/category/15/"
2016,"Купить Kia 2016 года в России. Цена Киа 2016 года…","www.njcar.ru/prices-partners/Kia/year2016","http://www.njcar.ru/prices-partners/Kia/year2016/"
2017,"Kia Rio 2011, 2012, 2013, 2014, 2015, 3 поколение, UB…","www.drom.ru/catalog/kia/rio/g_2011_4100","http://www.drom.ru/catalog/kia/rio/g_2011_4100/"
2017,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2017,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2017,"Каталог автомобилей – каталог новых авто с ценами...","autorambler.ru/catalog/Kia","https://autorambler.ru/catalog/Kia/"
2017,"Автомобили KIA › Модельный ряд 2016-2017: цены, фото...","CarsDo.ru/kia","http://CarsDo.ru/kia/"
2017,"Kia Optima 2013 – Купить Kia Optima 2013 недорого из…","ru.aliexpress.com/popular/kia-optima-2013.html","http://ru.aliexpress.com/popular/kia-optima-2013.html"
2017,"Пороги, подножки, ступени для Kia Sorento 2014 »…","MixTuning.ru/model/138/year/2014/category/15","https://MixTuning.ru/model/138/year/2014/category/15/"
2017,"2010 2011 2012 2013 2014 2015 для KIA RIO k2 седан","www.xmonitor.tk/.../","https://www.xmonitor.tk/2010-2011-2012-2013-2014-2015-dlya-kia-rio-k2-sedan/"
2018,"Каталог моделей Kia (Киа), модельный ряд... - Авто…","cars.mail.ru/catalog/kia","https://cars.mail.ru/catalog/kia/"
2018,"ФЦП :: подпрограмма ""Внутренний водный транспорт""","fcp.economy.gov.ru/.../Fcp/ViewFcp/View/2015/269","http://fcp.economy.gov.ru/cgi-bin/cis/fcp.cgi/Fcp/ViewFcp/View/2015/269"
2018,"Каталог автомобилей – каталог новых авто с ценами...","autorambler.ru/catalog/Kia","https://autorambler.ru/catalog/Kia/"
2018,"Модельный ряд Киа, новинки Kia 2016-2017","2auto.su/modelny-ryad/kia","http://2auto.su/modelny-ryad/kia/"
2018,"Сравнительный анализ данных с 2008 по 2019 гг.","agat-roscosmos.ru/.../Mineconomrazvitie.pdf","http://agat-roscosmos.ru/uploads/simplex/Mineconomrazvitie.pdf"
2018,"Внедорожник Kia Telluride 2017 года, характеристики, фото и…","www.gazeta-a.ru/.../","http://www.gazeta-a.ru/news/mir_avtomobilei/2016/1/22/vnedorojnik_kia_telluride_2017_godaharakteristikifoto_i_cena/"
2018,"Derindere Ikinci El | Model Y<U+0131>l<U+0131>","www.derindereikinciel.com/acik-artirma","http://www.derindereikinciel.com/acik-artirma"
2018,"Модели Kia в каталоге автомобилей Киа, весь модельный…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2009,"Модели Kia в каталоге автомобилей Киа, весь модельный ряд…","WhoByCar.com/ru/a/kia","http://WhoByCar.com/ru/a/kia/"
2009,"KIA Rio 2009 - 2011 - вся информация про КИА Рио II…","www.MotorPage.ru/Kia/Rio/II_rest","http://www.MotorPage.ru/Kia/Rio/II_rest/"
2009,"Смотрим по модели Kia cee’d, чему корейцы научились —…","www.drive.ru/.../4fc8c88109b6021367000044.html","https://www.drive.ru/test-drive/4fc8c88109b6021367000044.html"
2009,"""Киа-Рио"" 2: обзор хэтчбэка и седана","fb.ru/.../221949/kia-rio-obzor-hetchbeka-i-sedana","http://fb.ru/article/221949/kia-rio-obzor-hetchbeka-i-sedana"
2009,"Kia Rio — история модели","wroom.ru/cars/kia/rio/history","http://wroom.ru/cars/kia/rio/history"
2009,"KIA Ceed первого поколения 2007–2012 годов выпуска","avto-all.com/.../","http://avto-all.com/koreyskie-avtomobili/kia-ceed-pervogo-pokoleniya-2007-2012-godov-vyipuska"
2009,"Kia cee'd на вторичном рынке: быть или казаться?.","www.zr.ru/.../713922-kia-ceed-byt-ili-kazatsya","http://www.zr.ru/content/articles/713922-kia-ceed-byt-ili-kazatsya/"
2009,"Размеры Киа Рио: обзор, поколения, характеристики,…","ilovekiario.ru/obzory/razmery-kia-rio.html","http://ilovekiario.ru/obzory/razmery-kia-rio.html"
2010,"KIA Rio 2009 - 2011 - вся информация про КИА Рио II…","www.MotorPage.ru/Kia/Rio/II_rest","http://www.MotorPage.ru/Kia/Rio/II_rest/"
2010,"Kia: фотографии всех моделей и поколений — Бибипедия","www.bibipedia.info/media/decide/kia","http://www.bibipedia.info/media/decide/kia"
2010,"Смотрим по модели Kia cee’d, чему корейцы научились —…","www.drive.ru/.../4fc8c88109b6021367000044.html","https://www.drive.ru/test-drive/4fc8c88109b6021367000044.html"
2010,"KIA Ceed первого поколения 2007–2012 годов выпуска","avto-all.com/.../","http://avto-all.com/koreyskie-avtomobili/kia-ceed-pervogo-pokoleniya-2007-2012-godov-vyipuska"
